room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude
4161340,21595949,Entire home/apt,,Praha 1,47,4.5,4,1,1,40,1,50.090519,14.425237
4161459,5001721,Entire home/apt,,Praha 10,31,5,4,2,1,32,2,50.06943,14.451546
4163378,930532,Entire home/apt,,Praha 1,34,4.5,2,0,1,75,,50.090373,14.429656
4167385,21628356,Entire home/apt,,Praha 6,1,5,4,2,1,52,3,50.107756,14.406419
4169502,1112333,Entire home/apt,,Praha 2,83,4.5,3,0,1,29,,50.070349,14.430457
4170316,12173117,Entire home/apt,,Praha 3,46,5,4,1,1,42,2,50.084582,14.446655
4172115,3377390,Entire home/apt,,Praha 10,66,4.5,5,0,1,33,2,50.0662,14.497931
4174911,7469380,Entire home/apt,,Praha 1,58,4.5,2,1,1,32,2,50.089189,14.437322
4175538,21667426,Entire home/apt,,Praha 9,3,5,2,1,1,35,5,50.103165,14.511236
4176720,19951036,Entire home/apt,,Praha 1,0,,,2,,115,2,50.086605,14.400903
4181329,16136818,Private room,,Praha 3,48,5,2,1,,34,1,50.085196,14.450115
4181692,21413007,Entire home/apt,,Praha 3,81,4.5,4,2,,36,2,50.084915,14.453526
4192947,20967883,Entire home/apt,,Praha 8,1,5,2,0,1,40,2,50.095773,14.464031
4197911,21778100,Entire home/apt,,Praha 1,121,5,5,1,1,81,,50.083826,14.42191
4198304,5843757,Entire home/apt,,Praha 6,1,5,4,2,1,46,2,50.098095,14.356752
4206418,16455594,Private room,,Praha 2,3,4.5,3,1,1,26,1,50.074743,14.444513
4210605,9480794,Entire home/apt,,Praha 1,65,5,,2,1,103,,50.085446,14.414729
4212326,21428571,Entire home/apt,,Praha 7,52,5,2,1,1,40,2,50.098784,14.434587
4220495,146052,Entire home/apt,,Praha 1,38,5,2,0,1,67,3,50.08106,14.420945
4221641,12173117,Entire home/apt,,Praha 3,45,5,4,1,1,42,2,50.086473,14.444996
4223574,19951036,Entire home/apt,,Praha 1,0,,4,1,1,69,2,50.086291,14.398944
4223715,21918714,Private room,,Praha 1,90,4.5,3,1,1,29,1,50.082094,14.421838
4225240,21923143,Entire home/apt,,Praha 1,21,5,4,2,,41,2,50.089364,14.435171
4225855,14826619,Entire home/apt,,Praha 8,3,5,2,2,1,99,2,50.095776,14.447575
4233444,9386352,Entire home/apt,,Praha 4,88,5,2,0,1,28,2,50.060192,14.418949
4234291,16073931,Private room,,Praha 8,23,4.5,2,1,1,35,2,50.0928,14.454748
4235077,14121565,Entire home/apt,,Praha 1,3,5,2,1,1,139,1,50.086665,14.404012
4237955,6695883,Entire home/apt,,Praha 6,26,4.5,4,2,1,76,2,50.081976,14.371598
4240578,17454508,Entire home/apt,,Praha 1,19,4.5,3,0,1,81,1,50.090362,14.423094
4241468,20405282,Private room,,Praha 5,0,,2,1,1,22,2,50.031795,14.372493
4242785,18101512,Entire home/apt,,Praha 1,81,4.5,,2,1,41,2,50.08457,14.418719
4248942,22047836,Entire home/apt,,Praha 3,20,5,2,1,1,1933,2,50.077226,14.453791
4254059,5297514,Entire home/apt,,Praha 1,87,5,4,2,,128,,50.087877,14.420197
4254908,20967883,Entire home/apt,,Praha 8,8,4.5,4,2,1,58,2,50.097871,14.464611
4255713,19105053,Entire home/apt,,Praha 2,60,5,3,0,1,38,1,50.076387,14.434889
4261478,10472320,Entire home/apt,,Praha 7,7,4.5,4,2,1,34,3,50.105428,14.454046
4261933,13156427,Private room,,Praha 4,20,5,3,1,1,11,2,50.053368,14.452186
4262794,3626063,Entire home/apt,,Praha 3,17,4.5,3,1,1,60,3,50.07755,14.457056
4263315,22129137,Entire home/apt,,Praha 4,1,1,3,0,,42,1,50.065119,14.438356
4269029,22161850,Entire home/apt,,Praha 3,4,5,4,2,1,55,3,50.089673,14.473502
4269515,18803895,Private room,,Praha 1,91,4.5,2,1,1,60,2,50.086728,14.408786
4270248,18803895,Private room,,Praha 1,69,4.5,2,1,1,33,2,50.086586,14.409385
4275586,22197288,Entire home/apt,,Praha 1,61,5,2,1,1,95,,50.087073,14.407736
4276869,2694767,Entire home/apt,,Praha 1,129,5,4,1,1,42,1,50.090485,14.424323
4276996,8470641,Private room,,Praha 5,0,,2,1,1,30,1,50.072238,14.409671
4277873,20081410,Entire home/apt,,Praha 3,33,5,,2,1,70,2,50.08601,14.456078
4280539,11684259,Entire home/apt,,Praha 1,12,5,4,2,1,103,1,50.091055,14.424571
4281217,22194791,Entire home/apt,,Praha 1,15,4.5,2,1,1,71,2,50.090892,14.408676
4281941,22230442,Entire home/apt,,Praha 6,2,5,4,1,1,79,3,50.086228,14.373508
4282453,9550037,Entire home/apt,,Praha 1,51,5,4,1,1,93,,50.08262,14.420713
4288775,3276021,Entire home/apt,,Praha 5,5,5,4,1,2,44,2,50.053926,14.367603
4293324,5016123,Entire home/apt,,Praha 12,3,4.5,4,1,1,43,1,49.986756,14.411173
4297594,1335023,Entire home/apt,,Praha 10,10,4,4,1,1,29,2,50.070789,14.459122
4300692,17809669,Entire home/apt,,Praha 1,4,5,4,1,1,45,2,50.091965,14.420036
4302639,5861743,Entire home/apt,,Praha 10,0,,4,1,1,56,1,50.0718,14.44987
4306132,17809669,Entire home/apt,,Praha 1,5,4.5,3,1,1,79,2,50.090215,14.421778
4307574,22360393,Entire home/apt,,Praha 1,22,4.5,5,2,1,57,1,50.078363,14.426845
4309208,20065419,Entire home/apt,,Praha 2,3,4.5,2,1,1,85,2,50.077655,14.436417
4310361,7122756,Entire home/apt,,Praha 5,17,5,4,2,,60,2,50.070482,14.405562
4315271,22401381,Entire home/apt,,Praha 1,2,4,2,0,1,81,1,50.088852,14.417704
4315344,22402199,Entire home/apt,,Praha 8,27,5,4,1,1,85,1,50.095881,14.452666
4319490,22425758,Entire home/apt,,Praha 2,121,5,2,1,1,46,,50.077702,14.442957
4326547,22467037,Entire home/apt,,Praha 3,20,5,2,1,1,60,3,50.082335,14.458433
4326834,783726,Entire home/apt,,Praha 3,100,5,4,1,1,43,,50.085763,14.452515
4327645,22471793,Private room,,Praha 5,12,4.5,2,1,1,43,4,50.07489,14.410414
4330583,6930076,Entire home/apt,,Praha 10,54,4.5,2,1,1,30,2,50.063746,14.452683
4331505,22489558,Entire home/apt,,Praha 1,1,5,4,2,1,85,3,50.091368,14.409369
4340713,1027075,Entire home/apt,,Praha 7,85,4.5,3,1,1,35,1,50.10411,14.444362
4341841,22541030,Entire home/apt,,Praha 9,18,5,2,1,1,21,3,50.130154,14.49309
4347077,5858902,Entire home/apt,,Praha 6,12,5,2,1,1,47,2,50.098331,14.400477
4352630,17305324,Entire home/apt,,Praha 1,99,5,2,0,1,64,2,50.089682,14.43236
4353029,14366220,Entire home/apt,,Praha 2,6,4.5,4,2,1,81,3,50.075598,14.433943
4354021,9550037,Entire home/apt,,Praha 1,23,4.5,4,1,,88,,50.079922,14.422746
4355467,22608001,Private room,,eberov,43,5,2,1,1,24,1,50.012826,14.514159
4355473,22608410,Entire home/apt,,Praha 5,5,4.5,5,2,1,107,2,50.029475,14.37401
4358000,22085032,Private room,,Praha 1,1,3,4,1,1,33,1,50.082143,14.42157
4360685,13986804,Entire home/apt,,Praha 1,50,5,,3,1,87,,50.09097,14.429376
4361518,22640321,Entire home/apt,,Praha 6,17,4.5,,2,1,47,2,50.092374,14.325669
4364766,13156427,Private room,,Praha 4,7,4.5,2,1,1,11,2,50.054801,14.451373
4367505,22672445,Entire home/apt,,Praha 9,2,,4,2,1,69,2,50.103873,14.489231
4369835,22684656,Entire home/apt,,Praha 2,8,5,2,1,1,56,3,50.070431,14.414988
4374443,22711062,Entire home/apt,,Praha 7,52,5,4,1,,56,3,50.101747,14.42474
4374797,11194521,Entire home/apt,,Praha 7,30,4,2,0,1,31,1,50.099345,14.426385
4375333,3425325,Entire home/apt,,Praha 2,25,4.5,,2,1,104,2,50.067545,14.415672
4375560,22716779,Entire home/apt,,Praha 1,34,5,5,3,1,85,2,50.086436,14.406436
4379493,21715187,Entire home/apt,,Praha 1,32,5,4,1,,78,1,50.085458,14.41374
4389179,5127562,Entire home/apt,,Praha 7,11,4.5,5,2,1,127,2,50.09731,14.40807
4391839,6560697,Entire home/apt,,Klánovice,0,,4,2,,110,2,50.088393,14.665874
4392766,21969565,Entire home/apt,,Praha 1,2,4.5,3,0,1,53,1,50.090178,14.422655
4394090,13185654,Entire home/apt,,Praha 10,34,5,4,2,1,29,2,50.072657,14.480052
4399088,22746656,Entire home/apt,,Praha 8,7,4.5,4,1,1,58,,50.140333,14.429928
4400493,12663461,Entire home/apt,,Praha 3,68,5,4,0,1,53,3,50.081818,14.444383
4400732,14492557,Private room,,Praha 10,44,4.5,3,1,,24,1,50.069085,14.457696
4407218,22434813,Private room,,Praha 22,2,5,2,1,1,31,1,50.02187,14.600413
4407430,955586,Entire home/apt,,Praha 5,2,4.5,4,2,1,103,4,50.077115,14.40167
4413449,1112333,Entire home/apt,,Praha 2,98,4.5,3,0,1,25,,50.069933,14.430405
4416207,20930791,Entire home/apt,,Praha 1,100,5,4,1,1,70,,50.083034,14.41996
4420931,21369577,Entire home/apt,,Praha 2,33,5,3,1,1,58,3,50.076045,14.431101
4426054,22367143,Entire home/apt,,Praha 9,0,,2,1,1,35,10,50.123099,14.491691
4427766,17971631,Entire home/apt,,Praha 8,21,5,4,1,,69,3,50.094715,14.447036
4433198,22412876,Entire home/apt,,Praha 9,2,5,4,2,1,69,2,50.11177,14.498802
4436729,21969565,Entire home/apt,,Praha 1,15,4.5,3,0,1,53,,50.08817,14.420977
4436961,17007560,Entire home/apt,,Praha 5,64,5,,2,,139,,50.071862,14.403645
4439250,23041933,Entire home/apt,,Praha 3,1,5,3,1,1,32,1,50.091166,14.463075
4444428,4100355,Entire home/apt,,Praha 3,5,3.5,3,1,1,34,3,50.082233,14.446734
4446584,23076248,Entire home/apt,,Praha 10,10,4.5,,2,1,24,1,50.065015,14.512
4450512,23097615,Entire home/apt,,Praha 3,114,5,2,0,1,24,2,50.085422,14.443601
4451817,12112100,Entire home/apt,,Praha 2,5,4.5,4,2,2,46,3,50.070576,14.419227
4452134,13084818,Private room,,Praha 1,4,4.5,1,1,1,28,1,50.076846,14.414067
4453107,23108404,Entire home/apt,,Praha 8,11,4.5,,5,2,180,5,50.134516,14.431694
4453528,23110044,Entire home/apt,,Praha 9,5,5,3,1,1,60,2,50.107399,14.492916
4454380,23113168,Private room,,Praha 6,11,4.5,2,1,1,26,1,50.083261,14.372812
4456459,19420507,Private room,,Praha 1,1,5,3,1,,35,2,50.078737,14.430751
4458808,6285779,Entire home/apt,,Praha 4,0,,4,1,,52,1,50.024,14.427356
4459061,23136058,Entire home/apt,,Praha 2,58,4.5,3,0,1,53,,50.07171,14.429804
4461359,23147340,Entire home/apt,,Praha 2,19,5,2,1,1,34,1,50.070038,14.43094
4461645,2757551,Private room,,Praha 2,35,4.5,3,1,1,35,2,50.068448,14.434075
4463896,10214127,Entire home/apt,,Praha 9,0,,4,1,1,47,3,50.103225,14.508256
4468470,19420507,Private room,,Praha 1,4,5,2,1,,35,2,50.080579,14.43027
4471025,23196760,Entire home/apt,,Zli?ín,7,4.5,4,1,1,53,2,50.057571,14.285422
4472256,17494820,Private room,,Praha 8,23,5,2,1,1,26,2,50.095874,14.457869
4473923,20616484,Entire home/apt,,Praha 2,24,4.5,,1,2,53,3,50.07311,14.415112
4480756,23249535,Entire home/apt,,Praha 6,0,,,3,1,116,3,50.106599,14.327021
4481180,22401381,Entire home/apt,,Praha 1,2,3.5,2,0,1,81,1,50.088585,14.417966
4481316,22401381,Entire home/apt,,Praha 1,16,4.5,2,0,1,81,1,50.088108,14.416784
4483246,22940349,Entire home/apt,,Praha 1,81,5,4,2,1,92,1,50.087036,14.418591
4486377,23277522,Private room,,Praha 10,3,4,2,1,1,34,1,50.070475,14.45866
4487261,5102501,Entire home/apt,,Praha 1,3,3.5,5,2,,104,1,50.087963,14.399373
4487635,14922736,Entire home/apt,,Praha 1,74,5,,2,,116,2,50.0846,14.418334
4488564,23283744,Entire home/apt,,Praha 7,34,5,4,1,,41,3,50.102329,14.45317
4490096,6353411,Private room,,Praha 4,0,,1,1,1,22,1,50.059623,14.448306
4491003,23293478,Private room,,Praha 1,0,,2,1,1,57,1,50.078173,14.427798
4492711,23304041,Entire home/apt,,Praha 4,23,5,5,2,,64,2,50.061294,14.445859
4492887,16278917,Entire home/apt,,Praha 3,51,5,2,1,1,38,,50.078435,14.45909
4500253,6072941,Entire home/apt,,Praha 10,49,4.5,4,0,,46,2,50.070092,14.461019
4502337,12046127,Private room,,Praha 8,5,4.5,2,1,1,23,1,50.12102,14.458957
4505065,9345552,Entire home/apt,,Praha 1,16,4.5,,3,2,219,,50.091567,14.429258
4505421,6418394,Entire home/apt,,Praha 2,49,4.5,,2,1,93,,50.07577,14.416057
4505576,23365694,Entire home/apt,,Praha 9,1,5,,3,1,134,,50.116591,14.508263
4505808,6418394,Entire home/apt,,Praha 2,15,4.5,,2,1,93,,50.0758,14.415782
4505925,6418394,Entire home/apt,,Praha 2,29,4.5,5,2,1,93,,50.076634,14.415615
4506829,6787515,Entire home/apt,,Praha 2,9,5,4,2,,128,2,50.07867,14.43653
4509119,23293478,Private room,,Praha 1,0,,2,1,1,52,1,50.078187,14.42729
4510209,23365694,Entire home/apt,,Praha 9,0,,4,1,1,93,,50.11675,14.507114
4510375,23293478,Private room,,Praha 1,0,,,1,1,137,1,50.078442,14.427334
4511072,9465042,Entire home/apt,,Praha 5,12,5,4,2,1,21,2,50.077026,14.376978
4511293,5219439,Entire home/apt,,Praha 2,72,5,2,1,1,38,2,50.076905,14.434812
4513076,9110265,Entire home/apt,,Praha 3,16,4.5,4,1,1,77,2,50.083447,14.451154
4513276,14728465,Entire home/apt,,Praha 1,59,5,4,1,1,99,1,50.089678,14.426009
4514536,930532,Entire home/apt,,Praha 1,31,4.5,2,0,1,75,,50.091199,14.431058
4516102,23293478,Private room,,Praha 2,0,,4,1,1,103,1,50.07675,14.42864
4518302,788382,Entire home/apt,,Praha 7,19,5,4,2,,43,2,50.101627,14.449494
4521645,23365694,Entire home/apt,,Praha 9,6,5,,4,2,220,,50.116519,14.506887
4521815,20930791,Entire home/apt,,Praha 1,103,5,5,2,1,1508,,50.083875,14.423708
4524655,23456080,Entire home/apt,,Praha 2,2,5,4,1,1,75,3,50.077814,14.442838
4528401,3070515,Entire home/apt,,Praha 2,84,4.5,5,1,1,69,2,50.07628,14.416859
4531105,11257014,Entire home/apt,,Praha 10,13,5,2,0,1,44,1,50.074436,14.45521
4531603,23495694,Entire home/apt,,Praha 1,15,5,,4,,151,2,50.085571,14.421354
4536232,19035302,Private room,,Praha 1,21,5,3,1,1,55,2,50.089603,14.416618
4540246,23543164,Entire home/apt,,Praha 2,1,5,2,1,1,121,3,50.065663,14.414741
4540330,147035,Private room,,Praha 3,40,4.5,2,1,,35,1,50.085523,14.448714
4544188,23562268,Entire home/apt,,Praha 3,4,5,,3,1,58,2,50.079172,14.45936
4544470,23563614,Entire home/apt,,Praha 7,70,5,,1,,44,2,50.105526,14.453786
4544731,10717316,Private room,,Praha 1,14,4.5,4,1,1,74,,50.083137,14.421476
4545439,8075350,Entire home/apt,,Praha 6,4,5,2,0,1,58,3,50.090507,14.377319
4551798,438733,Entire home/apt,,Praha 5,32,5,,2,1,113,2,50.080855,14.407468
4552235,22129137,Private room,,Praha 6,1,3,5,1,2,55,2,50.106175,14.353943
4552497,2933726,Entire home/apt,,Praha 2,15,4,4,2,,35,1,50.066338,14.433213
4560348,3284580,Private room,,Libu,0,,3,1,1,15,3,50.006283,14.459788
4560775,23644384,Entire home/apt,,Praha 3,36,5,2,0,1,56,2,50.085988,14.470065
4560836,3533590,Entire home/apt,,Praha 2,5,4.5,5,2,1,107,2,50.074471,14.44491
4561387,783726,Entire home/apt,,Praha 3,65,5,,2,2,65,3,50.084233,14.452876
4570681,23577768,Entire home/apt,,Praha 10,59,4.5,,2,1,52,2,50.07451,14.458279
4571517,17882002,Entire home/apt,,Praha 1,67,5,3,0,1,85,2,50.091222,14.431685
4573550,366518,Private room,,Praha 1,3,3.5,3,1,1,42,7,50.090252,14.428257
4577193,23727745,Entire home/apt,,Praha 3,1,4,3,1,1,65,2,50.08107,14.460913
4580996,7015286,Entire home/apt,,Praha 7,3,5,4,1,1,47,2,50.098248,14.418224
4581319,10773863,Entire home/apt,,Praha 10,42,5,4,1,1,39,1,50.071617,14.451809
4581742,23749663,Entire home/apt,,Praha 1,11,4.5,4,1,1,93,3,50.092905,14.423984
4582636,6308722,Entire home/apt,,Praha 1,73,4.5,4,1,1,50,1,50.079784,14.430251
4582799,6308722,Entire home/apt,,Praha 1,70,4.5,4,2,2,72,1,50.077798,14.430282
4586380,2609610,Entire home/apt,,Praha 2,28,5,2,1,1,49,1,50.071206,14.441574
4593589,13403015,Entire home/apt,,Praha 5,124,5,4,1,1,52,2,50.071353,14.409981
4593669,3035147,Entire home/apt,,Praha 10,5,4.5,2,1,1,73,1,50.077279,14.486667
4595611,23618387,Entire home/apt,,Praha 1,44,5,2,1,1,77,2,50.087578,14.420035
4599517,16092275,Private room,,Praha 1,47,4.5,4,1,2,19,,50.092423,14.435485
4600581,5744160,Entire home/apt,,Praha 2,56,4.5,5,1,1,47,2,50.075101,14.441252
4602823,23853408,Entire home/apt,,Praha 3,4,5,2,1,1,32,2,50.080955,14.459102
4605545,23865130,Private room,,Praha 10,24,5,2,1,1,39,2,50.069785,14.458649
4606212,19038525,Entire home/apt,,Praha 5,25,5,4,1,1,26,2,50.071519,14.396299
4610787,22794034,Private room,,Praha 1,56,4.5,2,1,,31,1,50.090694,14.432433
4611134,13270743,Private room,,Praha 1,42,4.5,3,1,,25,1,50.086251,14.426589
4612681,17882002,Entire home/apt,,Praha 1,19,5,4,1,1,103,2,50.090991,14.430036
4614464,23905803,Entire home/apt,,Praha 4,1,4,3,1,,38,4,50.045211,14.434228
4618749,17882002,Entire home/apt,,Praha 1,43,4.5,4,1,1,103,1,50.092056,14.431385
4619193,23927404,Entire home/apt,,Praha 8,31,5,5,1,1,77,2,50.091372,14.441522
4622541,22434813,Private room,,Praha 22,0,,2,1,1,46,1,50.023611,14.599377
4622866,21127779,Entire home/apt,,Praha 8,35,4.5,3,1,1,31,2,50.093168,14.448991
4626524,23962253,Entire home/apt,,Praha 2,60,4.5,4,1,1,22,2,50.076912,14.441236
4628314,2130921,Entire home/apt,,Praha 3,88,5,,2,1,75,,50.07912,14.455247
4635500,24002771,Entire home/apt,,Praha 7,5,4.5,2,1,1,29,2,50.098566,14.424666
4636547,13121470,Entire home/apt,,Praha 1,45,4.5,,3,2,93,2,50.092026,14.42168
4637374,24011063,Entire home/apt,,Praha 7,20,4.5,2,1,1,23,1,50.09936,14.418656
4640053,11551616,Entire home/apt,,Praha 1,19,5,4,1,1,90,2,50.080059,14.421393
4640447,7964138,Private room,,Praha 3,1,3,2,1,1,40,1,50.081321,14.44749
4640500,5466073,Private room,,Praha 2,40,5,2,1,1,22,2,50.078079,14.437368
4641412,23999733,Private room,,Praha 4,1,,2,1,1,29,7,50.049893,14.457682
4641866,2130921,Entire home/apt,,Praha 3,88,5,4,1,1,58,,50.08075,14.453989
4642747,12046127,Private room,,Praha 8,6,4.5,3,1,1,18,1,50.120376,14.460058
4644939,19182315,Entire home/apt,,Praha 1,129,5,4,2,1,63,1,50.0803,14.427407
4646506,2130921,Entire home/apt,,Praha 3,73,5,4,1,1,69,,50.079745,14.45431
4647670,8154793,Entire home/apt,,Praha 1,77,4,,3,1,64,1,50.090469,14.427866
4648992,1112333,Entire home/apt,,Praha 2,70,4.5,3,0,1,26,,50.070353,14.430741
4649224,19951036,Entire home/apt,,Praha 1,11,4,4,2,1,87,2,50.089504,14.427639
4650423,23905991,Entire home/apt,,Praha 4,2,5,4,2,1,85,3,50.040349,14.439697
4650737,2730781,Entire home/apt,,Praha 6,24,5,4,2,1,103,2,50.095334,14.403127
4650911,18151373,Entire home/apt,,Praha 1,65,4.5,4,1,,103,1,50.089647,14.420663
4652675,21501929,Entire home/apt,,Praha 6,15,5,3,1,,56,1,50.104589,14.376735
4656594,11660062,Private room,,Praha 7,0,,1,1,1,14,1,50.101371,14.432449
4657290,24103120,Private room,,Praha 6,9,5,2,1,1,26,1,50.113088,14.390981
4659059,6072941,Entire home/apt,,Praha 10,1,5,4,1,,70,2,50.070224,14.46293
4659220,827935,Entire home/apt,,Praha 1,38,4.5,5,3,1,110,2,50.085663,14.406932
4659242,24110910,Private room,,Praha 8,19,4.5,2,1,1,34,2,50.09336,14.456213
4660837,7741646,Entire home/apt,,Praha 1,64,5,4,1,1,81,2,50.078451,14.425157
4666064,9345552,Entire home/apt,,Praha 1,3,5,2,0,1,80,,50.091995,14.421423
4670027,14274269,Entire home/apt,,Praha 8,63,5,3,1,1,52,2,50.101145,14.479375
4683256,24217522,Entire home/apt,,Praha 1,33,5,4,2,,91,2,50.085141,14.404966
4683268,24215962,Private room,,Praha 10,12,5,2,1,1,26,3,50.070562,14.460156
4684491,20799390,Entire home/apt,,Praha 4,13,5,3,0,1,70,2,50.049902,14.444614
4684539,24215888,Entire home/apt,,Praha 3,31,4.5,2,1,1,38,2,50.079971,14.449408
4690250,22608001,Private room,,eberov,36,4.5,2,1,1,24,1,50.013913,14.513458
4690357,24250222,Entire home/apt,,Praha 5,3,4.5,2,2,,52,3,50.065856,14.393104
4693522,24238027,Entire home/apt,,Praha 5,11,4.5,3,1,1,33,2,50.07804,14.408227
4693819,24264139,Private room,,Praha 2,50,5,4,1,1,26,1,50.074001,14.4161
4696739,22608001,Private room,,eberov,23,5,2,1,1,25,1,50.012237,14.51446
4696885,22608001,Private room,,eberov,50,4.5,2,1,1,25,1,50.011958,14.512893
4702554,1000609,Entire home/apt,,Praha 3,34,4.5,5,2,1,89,1,50.083843,14.452675
4703467,23812002,Private room,,Praha 1,26,5,2,1,1,46,2,50.078586,14.415623
4705909,19502288,Entire home/apt,,Praha 5,1,,2,1,1,44,1,50.072818,14.405446
4706100,19502288,Entire home/apt,,Praha 1,58,5,2,1,1,115,2,50.08406,14.416222
4706912,24326424,Entire home/apt,,Praha 6,3,4.5,3,2,1,39,1,50.088681,14.302203
4709409,24339822,Entire home/apt,,Praha 5,0,,,2,,110,2,50.081174,14.406611
4713718,1953010,Entire home/apt,,Praha 9,2,4.5,2,1,1,59,7,50.111798,14.496038
4713822,24357737,Entire home/apt,,Praha 5,17,5,4,1,1,44,2,50.066219,14.399875
4713996,15537688,Private room,,Praha 6,2,4.5,2,1,1,52,2,50.091388,14.373125
4717700,4867936,Entire home/apt,,Praha 1,86,5,2,0,1,68,2,50.089219,14.425267
4719127,24378060,Entire home/apt,,Praha 5,12,5,5,1,1,65,1,50.078036,14.405371
4720355,120384,Entire home/apt,,Praha 3,29,5,2,0,1,41,2,50.081053,14.458764
4723206,18383132,Private room,,Praha 2,29,4.5,2,1,1,20,1,50.073458,14.43365
4723933,9216397,Entire home/apt,,Praha 2,1,5,4,1,1,68,2,50.070762,14.417106
4723942,18453468,Private room,,Praha 7,21,5,2,1,1,29,2,50.100057,14.428528
4725643,17060623,Entire home/apt,,Praha 7,29,5,4,1,1,40,3,50.100336,14.445605
4726714,2609610,Entire home/apt,,Praha 1,19,4,,3,,174,1,50.081574,14.404956
4728503,24417204,Private room,,Praha 1,9,4.5,2,1,1,16,1,50.092873,14.410671
4733271,24439009,Entire home/apt,,Praha 1,0,,4,2,2,172,2,50.082234,14.406667
4738055,955586,Entire home/apt,,Praha 1,23,4.5,,4,2,581,3,50.081747,14.414264
4740086,2161031,Entire home/apt,,Praha 1,78,5,,1,1,112,1,50.09087,14.424015
4741619,24476648,Entire home/apt,,Praha 3,19,4.5,,3,1,87,2,50.085733,14.440967
4742303,2161031,Entire home/apt,,Praha 1,89,5,4,1,1,85,1,50.08415,14.402258
4744673,257722,Private room,,Praha 3,12,4.5,,1,1,53,2,50.075935,14.465621
4749444,9550037,Entire home/apt,,Praha 1,33,4.5,,3,,129,2,50.092513,14.428838
4749529,24511475,Entire home/apt,,Praha 2,51,4.5,5,2,1,42,,50.066339,14.431753
4750139,9550037,Entire home/apt,,Praha 5,38,5,,5,,185,,50.07831,14.408036
4750368,24513165,Entire home/apt,,Praha 10,71,5,3,1,1,34,2,50.063516,14.450845
4752786,24186551,Private room,,Praha 8,1,4,3,1,1,39,1,50.094447,14.466362
4754887,24537147,Entire home/apt,,Praha 3,38,4.5,4,2,1,44,2,50.0868,14.447641
4758594,2361592,Entire home/apt,,Praha 1,68,5,2,1,1,53,1,50.090205,14.430719
4759263,23662933,Entire home/apt,,Praha 1,63,5,5,2,2,65,2,50.081424,14.406443
4762442,423259,Entire home/apt,,Praha 1,80,5,,2,1,34,3,50.084814,14.431819
4763589,24576613,Private room,,Praha 4,39,5,2,1,1,33,1,50.064442,14.436763
4764462,24582159,Entire home/apt,,Praha 4,9,5,5,2,1,54,3,50.048067,14.490144
4765129,606694,Entire home/apt,,Praha 1,13,5,2,0,1,75,2,50.087871,14.405627
4771920,24614770,Entire home/apt,,Praha 6,0,,4,2,1,172,1,50.099158,14.40218
4772647,606694,Entire home/apt,,Praha 1,19,5,2,1,1,45,2,50.088507,14.406052
4773528,24619016,Entire home/apt,,Praha 10,32,5,3,1,1,42,2,50.067678,14.450226
4773556,16092275,Private room,,Praha 1,50,4.5,4,1,2,19,,50.091312,14.435074
4773900,24622442,Private room,,Praha 7,0,,2,1,1,54,2,50.101218,14.435544
4782133,1112333,Entire home/apt,,Praha 2,40,4.5,2,0,1,31,,50.070986,14.429138
4783707,22209895,Entire home/apt,,Praha 6,40,5,4,0,,44,,50.097624,14.398241
4785166,24669102,Entire home/apt,,Praha 10,1,5,2,1,1,46,1,50.064952,14.452012
4791206,120384,Entire home/apt,,Praha 3,24,4.5,2,0,1,41,2,50.081026,14.457473
4791568,24694552,Entire home/apt,,Praha 5,15,5,2,1,1,64,2,50.073949,14.408157
4792733,22796206,Private room,,Praha 1,30,5,2,1,1,72,,50.090335,14.42311
4793134,6353411,Entire home/apt,,Praha 8,7,3.5,2,1,1,35,2,50.120962,14.45315
4793313,17664638,Private room,,Praha 6,17,4.5,3,1,2,34,1,50.098305,14.403472
4794209,17047632,Entire home/apt,,Praha 5,11,5,4,1,1,34,2,50.067898,14.368931
4794255,21163737,Private room,,Praha 14,25,4.5,2,1,1,30,1,50.108544,14.536663
4794651,24708638,Private room,,Praha 7,6,5,3,1,,35,1,50.101597,14.433909
4795280,955586,Entire home/apt,,Praha 1,7,4,,3,2,151,3,50.093094,14.431273
4802962,446392,Entire home/apt,,Praha 8,51,5,3,1,1,54,2,50.103682,14.479391
4805381,14935294,Private room,,Praha 2,2,4.5,2,1,,39,4,50.070845,14.432371
4805838,4521872,Private room,,Praha 7,1,5,2,1,1,48,1,50.102493,14.434529
4806835,24760068,Entire home/apt,,Praha 4,34,5,,2,1,60,2,50.059366,14.430431
4812120,24784840,Entire home/apt,,Praha 5,6,5,3,2,1,75,3,50.069779,14.405774
4812858,24787736,Private room,,Praha 1,67,5,2,1,1,54,1,50.08582,14.404446
4813664,6428207,Entire home/apt,,Praha 1,18,4.5,4,1,1,85,3,50.083496,14.431169
4813683,24791867,Entire home/apt,,Praha 8,3,3.5,2,0,1,31,1,50.115005,14.47418
4814074,14252783,Entire home/apt,,Praha 10,40,5,3,1,1,35,2,50.064594,14.457557
4815367,16811733,Entire home/apt,,Praha 6,0,,4,2,1,69,,50.084025,14.374987
4817597,6353411,Entire home/apt,,Praha 1,10,4.5,2,1,1,68,2,50.091533,14.425289
4817705,24811182,Entire home/apt,,Praha 2,63,5,4,2,1,44,2,50.075071,14.421432
