room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude
7514104,36909250,Entire home/apt,,Praha 5,2,5,4,2,2,105,2,50.074517,14.39457
7515241,39372726,Entire home/apt,,Praha 3,21,4.5,2,0,1,54,2,50.086927,14.450517
7516361,31925670,Private room,,Praha 2,18,5,2,1,1,30,2,50.076892,14.441327
7520500,39409663,Entire home/apt,,Praha 1,2,4.5,2,1,,337,2,50.091794,14.422492
7521087,1629431,Entire home/apt,,Praha 4,1,4,4,2,1,44,3,50.059862,14.449688
7522689,6401971,Entire home/apt,,Praha 2,1,5,2,0,1,80,1,50.070785,14.439785
7523035,641359,Entire home/apt,,Praha 3,2,5,4,1,1,54,1,50.081922,14.450497
7525991,30420692,Private room,,Praha 2,0,,2,1,,69,4,50.072864,14.437279
7529121,19960972,Entire home/apt,,Praha 7,7,4.5,2,1,1,35,3,50.100496,14.426888
7538592,3284580,Entire home/apt,,Praha 4,9,4.5,2,1,1,28,1,50.064804,14.442994
7539480,39503333,Private room,,Praha 7,14,4.5,2,1,,29,1,50.098403,14.430038
7539636,34170719,Entire home/apt,,Praha 1,7,4,,2,1,60,1,50.078541,14.417115
7539791,39505043,Private room,,Praha 10,6,5,2,1,1,24,2,50.080607,14.506521
7541400,39514308,Entire home/apt,,Praha 6,38,5,4,0,1,39,1,50.113539,14.390906
7541543,39515069,Private room,,Praha 8,12,5,2,1,1,29,1,50.129474,14.448938
7543289,39524000,Entire home/apt,,Praha 9,1,5,2,2,1,29,2,50.130206,14.494527
7543755,1512594,Entire home/apt,,Praha 2,4,3.5,3,1,,70,5,50.071675,14.435238
7545374,39535952,Entire home/apt,,Praha 10,17,5,4,2,,81,2,50.069938,14.457877
7546189,39542502,Private room,,Praha 1,1,,3,1,1,52,2,50.084347,14.426789
7552389,37818911,Entire home/apt,,Praha 12,12,4.5,2,1,1,36,2,50.008903,14.409409
7553891,39592669,Entire home/apt,,Praha 7,6,5,2,1,1,43,1,50.101984,14.43817
7554205,14746753,Entire home/apt,,Praha 1,4,5,4,2,1,104,1,50.087661,14.421951
7556405,249307,Entire home/apt,,Praha 1,7,4.5,,2,2,103,2,50.087967,14.403634
7556743,39016481,Private room,,Praha 7,1,5,2,1,1,26,1,50.09933,14.433774
7558091,38818036,Private room,,Praha 8,21,5,2,1,1,20,1,50.129137,14.461666
7558985,39623104,Entire home/apt,,Praha 4,4,4,3,1,1,47,2,50.047719,14.429644
7561487,39247632,Entire home/apt,,Praha 3,13,4.5,,3,1,39,3,50.087153,14.449791
7561855,6649361,Entire home/apt,,Praha 2,42,5,,4,1,87,,50.074,14.429425
7565994,39669283,Entire home/apt,,Praha 5,8,5,4,1,1,45,2,50.073216,14.381365
7567792,5219439,Entire home/apt,,Praha 2,29,5,2,1,1,38,2,50.076684,14.433377
7567806,3566484,Entire home/apt,,Praha 2,1,5,4,0,1,49,1,50.071399,14.417079
7567821,7639168,Private room,,Praha 2,31,4.5,1,1,1,31,1,50.072854,14.441569
7572160,39625373,Entire home/apt,,Praha 2,40,5,2,0,1,52,2,50.078355,14.433859
7575172,39716317,Entire home/apt,,Praha 10,0,,4,1,1,104,2,50.076254,14.50738
7575641,38078884,Entire home/apt,,Praha 5,5,4.5,4,1,1,65,2,50.066316,14.397897
7576828,23962253,Entire home/apt,,Praha 1,5,4.5,2,1,1,34,1,50.090033,14.403977
7578599,39736815,Private room,,Praha 8,2,4.5,2,1,2,23,1,50.122508,14.47074
7579028,10222428,Entire home/apt,,Praha 2,4,5,,4,2,220,1,50.075162,14.415244
7585643,36909250,Entire home/apt,,Praha 5,4,5,2,2,1,93,2,50.073654,14.394747
7589597,16655998,Entire home/apt,,Praha 10,3,4.5,2,1,1,34,2,50.073178,14.472422
7590301,39804503,Entire home/apt,,Praha 8,0,,4,1,1,128,1,50.106127,14.468723
7590698,39800222,Entire home/apt,,Praha 3,10,5,3,2,1,52,2,50.087243,14.440605
7590807,2325083,Entire home/apt,,Praha 10,3,5,,3,,80,3,50.072231,14.44808
7591661,9805061,Entire home/apt,,Praha 1,14,4.5,,3,,125,2,50.089696,14.415965
7593398,38264143,Entire home/apt,,Praha 5,18,5,4,0,1,85,2,50.071287,14.410452
7593837,28847649,Private room,,Praha 4,19,5,2,1,1,20,2,50.047753,14.438165
7596472,39835350,Private room,,Praha 3,5,5,3,1,1,52,2,50.078278,14.459376
7597419,39840663,Private room,,Praha 7,12,5,2,1,1,33,2,50.101299,14.429181
7597813,10121801,Entire home/apt,,Praha 5,1,4,,2,1,79,2,50.06614,14.398767
7598305,23244034,Entire home/apt,,Praha 7,2,4.5,,1,1,40,1,50.099918,14.42465
7600863,974253,Entire home/apt,,Praha 1,42,5,5,2,,117,1,50.07785,14.428954
7606714,39894350,Entire home/apt,,Praha 1,17,4.5,2,1,1,45,3,50.089716,14.42636
7607880,34253626,Private room,,Praha 2,9,4.5,3,1,1,34,1,50.076237,14.424293
7608962,39897375,Private room,,t?rboholy,0,,2,1,,22,1,50.06943,14.547067
7609555,31485796,Private room,,Praha 1,14,4.5,2,1,,35,2,50.081446,14.418361
7612513,39923401,Entire home/apt,,Praha 5,41,5,4,1,1,47,1,50.053318,14.371529
7614395,3756469,Entire home/apt,,Praha 9,0,,5,2,1,82,1,50.104811,14.485997
7615007,39934930,Entire home/apt,,Praha 7,5,5,4,0,1,57,,50.102066,14.432078
7616531,39944964,Private room,,Praha 1,0,,2,1,1,64,1,50.085735,14.418117
7618004,31983602,Private room,,Praha 2,3,4.5,3,1,1,52,2,50.076829,14.416713
7618523,39941592,Entire home/apt,,Praha 4,0,,4,1,1,59,2,50.033707,14.453512
7618786,39958511,Entire home/apt,,Praha 7,1,5,2,0,1,41,1,50.10352,14.434835
7625015,4057582,Entire home/apt,,Praha 4,7,4.5,4,2,1,52,2,50.047314,14.443964
7626122,7926513,Entire home/apt,,Praha 1,42,5,4,1,1,96,,50.088877,14.418375
7626993,5025208,Entire home/apt,,Praha 1,0,,2,1,1,39,1,50.082373,14.425434
7628530,40017991,Entire home/apt,,Praha 3,8,5,4,1,1,38,1,50.081044,14.455037
7629174,21086196,Private room,,Praha 6,5,5,2,1,,46,1,50.084295,14.378764
7632494,7767228,Entire home/apt,,Praha 10,1,5,4,2,1,88,1,50.056281,14.483819
7633508,40045441,Entire home/apt,,Praha 6,2,5,2,1,1,43,3,50.099368,14.400549
7634535,40051528,Entire home/apt,,Praha 10,5,5,5,2,1,69,3,50.066587,14.444988
7634640,34097179,Entire home/apt,,Praha 1,7,4.5,4,2,1,79,1,50.078757,14.427363
7635441,15714701,Private room,,Praha 3,36,4,2,1,1,26,,50.08577,14.441615
7635612,15714701,Private room,,Praha 3,46,4.5,4,1,1,30,,50.086419,14.441355
7635625,40031631,Private room,,Praha 10,0,,2,1,1,52,1,50.072575,14.507442
7635682,15714701,Private room,,Praha 3,43,4.5,3,1,1,30,,50.086276,14.441668
7639472,7427299,Entire home/apt,,Praha 9,7,5,4,1,,42,2,50.104221,14.48897
7640203,39409663,Entire home/apt,,Praha 1,0,,3,1,1,116,3,50.092364,14.422023
7641347,8600407,Private room,,Praha 5,45,5,2,1,1,30,1,50.069879,14.410388
7642913,19882928,Shared room,,Praha 2,4,4.5,2,1,,43,1,50.067883,14.418942
7644441,9628157,Entire home/apt,,Praha 3,13,4.5,2,1,1,38,3,50.079745,14.449568
7648051,40032700,Entire home/apt,,Praha 7,4,5,4,1,1,58,2,50.099633,14.447596
7653280,12750421,Private room,,Praha 2,0,,2,1,1,28,1,50.078861,14.436758
7655528,32070424,Private room,,Praha 6,3,4.5,3,1,1,39,1,50.097144,14.403575
7659976,2969726,Private room,,Praha 7,29,4.5,2,1,1,24,2,50.100766,14.426612
7660527,2969726,Private room,,Praha 7,22,5,3,1,1,25,2,50.10061,14.426534
7670212,40271527,Private room,,Praha 7,2,4,2,1,1,19,2,50.105599,14.450058
7672814,40287075,Entire home/apt,,Praha 8,13,5,2,0,1,31,1,50.122584,14.439866
7675564,40299414,Private room,,Praha 4,13,5,2,1,1,22,2,50.039775,14.433759
7676747,4676729,Private room,,Praha 7,3,4.5,2,1,1,22,2,50.102327,14.430371
7686811,38078884,Entire home/apt,,Praha 5,2,5,4,2,1,65,2,50.065888,14.398926
7686823,34253626,Private room,,Praha 2,4,3.5,4,1,1,53,1,50.075193,14.422609
7687689,7089905,Private room,,Praha 1,13,4,4,1,1,29,2,50.082638,14.43094
7689587,40381643,Entire home/apt,,Praha 10,0,,4,3,1,64,2,50.072242,14.458212
7690469,17567945,Entire home/apt,,Praha 2,18,5,,3,,236,1,50.073321,14.430992
7698557,34253626,Private room,,Praha 2,27,4.5,2,1,1,31,1,50.074918,14.424082
7700888,23858239,Entire home/apt,,Praha 2,16,5,2,0,1,37,3,50.067784,14.418308
7701913,40458376,Private room,,Praha 2,0,,2,1,1,103,1,50.072658,14.417673
7701994,39804503,Entire home/apt,,Praha 8,2,4.5,4,1,1,116,2,50.10421,14.468762
7702112,39691636,Entire home/apt,,Praha 2,30,5,4,2,1,34,,50.078364,14.437854
7703071,16646675,Entire home/apt,,Praha 1,45,4.5,3,1,1,85,2,50.086338,14.421457
7704119,40464241,Shared room,,Praha 8,0,,2,1,1,21,1,50.131639,14.412425
7706093,38192587,Entire home/apt,,Praha 1,1,4,4,2,,68,1,50.092882,14.431856
7708124,40477375,Entire home/apt,,Praha 10,9,5,3,0,1,40,1,50.079197,14.487362
7710685,34816294,Private room,,Praha 3,16,5,3,1,1,26,1,50.086662,14.443023
7714177,23277522,Shared room,,Praha 10,8,4.5,1,1,,11,1,50.070495,14.45946
7719476,40559857,Entire home/apt,,Praha 10,10,5,4,1,1,52,1,50.071887,14.454986
7720693,40588786,Private room,,Praha 8,0,,2,1,1,69,2,50.091622,14.450347
7721313,3466306,Entire home/apt,,Praha 3,0,,3,2,,49,1,50.086032,14.445622
7721370,5963147,Entire home/apt,,Praha 3,17,5,2,1,1,57,2,50.091713,14.481729
7722294,40574530,Entire home/apt,,Praha 3,8,4.5,4,2,1,46,3,50.085195,14.447416
7722948,19279171,Entire home/apt,,Praha 3,10,4.5,,4,2,258,2,50.077716,14.454004
7725443,7287777,Entire home/apt,,Praha 16,7,4.5,,0,1,30,1,49.984753,14.36186
7729299,40613649,Entire home/apt,,Praha 6,15,4.5,2,0,1,26,3,50.095872,14.347968
7730239,16391987,Private room,,Praha 5,8,5,3,1,1,21,2,50.068338,14.373982
7731456,23277522,Shared room,,Praha 10,14,4.5,1,1,,11,1,50.072196,14.458766
7739702,36217873,Entire home/apt,,Praha 8,8,5,4,1,,88,2,50.091571,14.451972
7739761,40680859,Entire home/apt,,Praha 8,0,,5,2,1,35,3,50.131458,14.427223
7741002,18078392,Entire home/apt,,Praha 5,10,4.5,2,0,1,42,4,50.076863,14.406581
7743116,40685083,Entire home/apt,,Praha 7,7,5,5,2,,57,2,50.107099,14.455767
7746416,23285960,Entire home/apt,,Praha 11,0,,4,2,1,116,2,50.043684,14.488094
7747222,40561405,Entire home/apt,,Praha 7,8,5,2,1,1,52,2,50.10322,14.453085
7751389,30802785,Private room,,Praha 8,3,4.5,2,1,1,30,2,50.105846,14.474118
7751556,7122756,Entire home/apt,,Praha 5,11,5,3,1,1,54,2,50.070558,14.405769
7751700,40753518,Entire home/apt,,Praha 10,0,,2,1,1,43,1,50.069212,14.45583
7752266,40757940,Private room,,Praha 4,2,3.5,2,1,1,39,3,50.043009,14.449882
7753461,36775309,Private room,,Praha 1,31,5,2,1,1,31,1,50.081532,14.423936
7753487,40765177,Entire home/apt,,Praha 6,0,,4,1,1,58,2,50.084506,14.378254
7758180,35238586,Entire home/apt,,Praha 1,19,5,3,1,1,45,2,50.084028,14.422608
7760307,39120646,Private room,,Praha 2,3,5,2,1,1,33,1,50.068468,14.417763
7761417,31131958,Private room,,Praha 6,1,5,2,1,1,38,1,50.100316,14.397448
7770097,40870035,Entire home/apt,,Praha 2,9,5,3,1,1,64,2,50.072024,14.418668
7772297,5463516,Entire home/apt,,Praha 5,42,5,4,1,1,45,2,50.076249,14.405138
7773053,26280214,Entire home/apt,,Praha 2,17,4.5,4,1,1,69,2,50.075986,14.416268
7778078,23097615,Entire home/apt,,Praha 2,21,5,4,1,1,31,2,50.076129,14.447557
7778232,404062,Entire home/apt,,Praha 10,2,5,4,0,1,58,2,50.07032,14.447288
7778804,40926534,Entire home/apt,,Praha 1,5,5,3,1,1,107,1,50.092303,14.424332
7779957,24576613,Entire home/apt,,Praha 2,1,5,2,1,1,42,1,50.063832,14.423676
7780675,40937724,Entire home/apt,,Praha 8,0,,,3,2,163,14,50.115692,14.474587
7780714,40938189,Entire home/apt,,Praha 3,2,5,2,1,1,43,1,50.085104,14.449562
7780718,24691551,Entire home/apt,,Praha 3,14,5,2,1,1,33,1,50.086573,14.449549
7781411,6275991,Private room,,Praha 10,1,,2,1,1,35,2,50.070911,14.446778
7782488,40949865,Entire home/apt,,Praha 6,7,5,4,2,,245,1,50.101457,14.415028
7785105,40721292,Private room,,Praha 2,1,3,2,1,1,35,1,50.069872,14.416853
7785258,30200060,Entire home/apt,,Praha 1,46,5,4,1,1,67,2,50.09004,14.421394
7786081,6691588,Entire home/apt,,Praha 2,35,5,5,2,1,44,2,50.077489,14.442945
7786818,40976778,Entire home/apt,,Praha 14,1,5,2,1,1,58,1,50.104198,14.573827
7793152,3874737,Private room,,Praha 2,3,3,2,1,,40,1,50.076739,14.417866
7793580,3874737,Private room,,Praha 2,8,4.5,4,1,,35,1,50.076802,14.417545
7793628,21909495,Entire home/apt,,Praha 10,14,4.5,,3,1,73,2,50.068387,14.451229
7796012,38499551,Private room,,Praha 10,25,5,2,1,1,22,1,50.074527,14.489666
7796416,28185193,Entire home/apt,,Praha 3,4,5,4,1,1,26,1,50.089299,14.467054
7798770,41048041,Entire home/apt,,Praha 2,10,5,4,2,1,41,2,50.070877,14.435097
7800642,3174648,Entire home/apt,,Praha 2,2,4,,4,2,220,2,50.073535,14.414198
7801742,13172865,Private room,,Praha 2,28,4.5,2,1,2,40,2,50.074095,14.437665
7803631,3566484,Entire home/apt,,Praha 5,1,5,2,1,1,81,2,50.072277,14.406315
7803692,41074619,Entire home/apt,,Praha 4,7,4.5,4,1,1,64,2,50.064666,14.43428
7805992,16770887,Entire home/apt,,Praha 8,2,4.5,4,1,1,58,2,50.090271,14.445673
7810975,29841172,Entire home/apt,,Praha 1,23,5,,3,2,130,1,50.089303,14.428811
7821702,7720170,Entire home/apt,,Praha 6,1,5,5,3,,52,3,50.105067,14.371261
7824572,41195262,Entire home/apt,,Praha 5,7,5,2,1,1,53,2,50.073692,14.395735
7831095,41237972,Entire home/apt,,Praha 5,4,4.5,4,1,1,54,2,50.077482,14.408658
7832235,37210231,Entire home/apt,,Praha 10,3,5,2,0,1,52,1,50.069441,14.458386
7834445,41111213,Entire home/apt,,Praha 9,1,5,4,1,1,34,2,50.104554,14.489247
7835318,14999698,Entire home/apt,,Praha 4,5,5,2,0,1,39,3,50.051048,14.441028
7837050,10397647,Private room,,Praha 7,0,,2,1,1,29,1,50.105573,14.442578
7845216,34209085,Entire home/apt,,Praha 3,1,5,,3,1,129,2,50.087346,14.442516
7845225,7287777,Private room,,Praha 16,4,4.5,2,1,1,13,1,49.985175,14.364124
7847775,38663585,Private room,,Praha 10,6,5,2,1,1,21,1,50.070601,14.464636
7850115,13574336,Entire home/apt,,Praha 1,1,5,2,1,1,93,1,50.090195,14.428825
7853492,41384816,Entire home/apt,,Praha 5,3,4.5,,3,,92,2,50.079639,14.405073
7863825,22608410,Entire home/apt,,Praha 4,0,,,3,1,73,2,50.041803,14.475956
7864226,14714646,Entire home/apt,,Praha 10,3,4.5,4,2,1,47,2,50.065458,14.450812
7866135,14436831,Entire home/apt,,Praha 9,1,5,2,2,1,35,1,50.109558,14.491295
7867074,41461064,Entire home/apt,,Praha 18,1,4,5,1,1,60,3,50.139843,14.517868
7867418,16713842,Entire home/apt,,Praha 1,2,5,5,2,,219,,50.090062,14.425703
7871828,41487791,Private room,,Praha 13,0,,4,1,1,116,2,50.053565,14.325125
7878580,25335586,Private room,,Praha 8,0,,2,1,1,31,1,50.095962,14.465429
7880018,6164992,Entire home/apt,,Praha 5,4,5,2,1,1,35,2,50.07096,14.405203
7880661,41541366,Entire home/apt,,Praha 4,3,4.5,4,2,1,107,1,50.055209,14.441665
7883306,41557052,Private room,,Praha 5,3,5,2,1,,30,2,50.068516,14.371403
7883970,41560484,Entire home/apt,,Praha 6,5,4.5,2,0,1,34,2,50.087996,14.385288
7885392,41568628,Shared room,,Praha 6,2,5,,1,1,24,2,50.10279,14.395453
7887504,31163305,Entire home/apt,,Praha 6,0,,4,2,1,79,3,50.089694,14.369941
7887575,31163305,Entire home/apt,,Praha 6,1,5,4,2,2,139,7,50.089696,14.371133
7891234,21595949,Entire home/apt,,Praha 1,11,4,2,1,1,52,1,50.082256,14.422488
7892312,16580440,Entire home/apt,,Praha 1,4,5,2,1,1,64,2,50.078781,14.425574
7893581,13121470,Entire home/apt,,Praha 1,5,4.5,,3,,85,1,50.09114,14.421595
7894891,41596903,Private room,,Praha 8,7,4.5,2,1,1,24,2,50.104984,14.476801
7895259,10661848,Private room,,Praha 2,33,5,2,1,1,23,2,50.079958,14.44727
7899021,40588786,Private room,,Praha 8,0,,2,1,1,34,2,50.093257,14.45076
7899114,22118901,Entire home/apt,,Praha 10,1,5,3,0,1,43,2,50.070398,14.457837
7900140,10661848,Private room,,Praha 3,16,5,2,1,1,23,2,50.081821,14.448112
7905189,24760068,Entire home/apt,,Praha 4,15,4.5,,2,1,60,2,50.061099,14.430021
7906531,41691773,Shared room,,Praha 3,1,4,2,1,1,32,1,50.08796,14.468382
7910742,7089905,Private room,,Praha 2,1,5,3,1,2,57,1,50.076668,14.440045
7910802,34988485,Private room,,Praha 2,4,5,4,1,2,54,1,50.07596,14.44287
7914073,38480527,Entire home/apt,,Praha 8,3,5,4,0,1,29,2,50.123094,14.452845
7915018,34165813,Entire home/apt,,Praha 2,27,4.5,5,2,1,57,2,50.073455,14.422426
7915837,41740412,Entire home/apt,,Praha 18,7,5,2,2,1,39,1,50.141098,14.509109
7917323,3568804,Entire home/apt,,Praha 2,14,5,,3,1,110,3,50.076644,14.436815
7918576,34315299,Entire home/apt,,Praha 5,2,4.5,3,1,1,37,2,50.073165,14.394504
7923677,4221758,Entire home/apt,,Praha 1,22,5,,3,,267,1,50.089633,14.416879
7928239,4221758,Entire home/apt,,Praha 1,23,4.5,2,0,1,80,1,50.088271,14.418619
7928620,22803430,Entire home/apt,,Praha 7,23,4.5,4,0,1,30,2,50.101567,14.449958
7932232,41827559,Entire home/apt,,Praha 1,5,5,4,1,1,38,1,50.092252,14.423381
7935023,2709791,Private room,,Praha 5,37,5,2,1,1,33,2,50.077824,14.403364
7935219,6019489,Entire home/apt,,Praha 3,1,5,2,1,1,77,2,50.078984,14.456576
7935353,41844895,Entire home/apt,,Praha 8,8,5,2,1,1,34,1,50.093996,14.448811
7935473,2709791,Private room,,Praha 5,49,5,2,1,1,33,2,50.078464,14.403063
7936175,35463160,Private room,,Praha 9,1,5,2,1,1,22,1,50.102061,14.528327
7943132,9306723,Entire home/apt,,Praha 1,9,4.5,3,2,1,62,2,50.091291,14.427544
7943247,17882002,Entire home/apt,,Praha 1,23,5,4,1,1,101,2,50.092321,14.431427
7943332,41890489,Entire home/apt,,Praha 6,18,4.5,2,1,1,31,2,50.086238,14.370252
7943940,17882002,Entire home/apt,,Praha 1,34,4.5,2,0,1,77,2,50.090599,14.43178
7945045,41898952,Entire home/apt,,Praha 1,21,5,1,1,1,43,2,50.083068,14.431091
7946277,41901381,Private room,,Praha 1,27,5,2,1,1,22,1,50.090584,14.425803
7946558,7085715,Entire home/apt,,Praha 2,4,4.5,,1,1,133,3,50.074467,14.427573
7951167,20891883,Entire home/apt,,Praha 6,1,5,4,2,1,64,3,50.096099,14.349132
7953574,41931183,Entire home/apt,,Praha 5,2,5,2,1,1,42,4,50.077339,14.402279
7956291,36964898,Private room,,Praha 3,43,5,2,1,1,18,1,50.076235,14.454629
7963579,42014049,Private room,,Praha 2,2,4.5,2,1,1,21,2,50.079717,14.447224
7966284,42032612,Private room,,Praha 6,2,5,2,1,1,34,1,50.084344,14.345272
7966707,12243051,Entire home/apt,,Praha 2,0,,2,1,1,135,3,50.075,14.41374
7967665,36131006,Entire home/apt,,Praha 3,6,5,2,1,1,41,2,50.084099,14.454091
7968336,42045722,Entire home/apt,,Praha 8,20,4.5,,1,1,30,2,50.091202,14.443859
7969116,11674660,Private room,,Praha 1,3,5,3,1,1,28,1,50.091501,14.418094
7970512,2941533,Entire home/apt,,Praha 3,5,4.5,4,1,1,37,3,50.081349,14.447024
7970734,36949954,Private room,,Praha 4,1,5,3,1,1,26,1,50.047409,14.477671
7972077,5744160,Entire home/apt,,?eporyje,15,5,,2,1,35,2,50.039976,14.31662
7975466,42093720,Private room,,Praha 8,3,4,2,1,1,26,1,50.133373,14.465548
7978564,7904322,Entire home/apt,,Praha 7,0,,,3,1,80,1,50.101648,14.436099
7978881,11068359,Entire home/apt,,Praha 1,26,4.5,,1,1,105,1,50.08149,14.419657
7978972,23650624,Entire home/apt,,Praha 7,22,5,3,1,1,60,2,50.097672,14.43225
7979407,26699433,Entire home/apt,,Praha 16,5,5,,3,2,28,2,49.978331,14.346339
7979423,17304141,Entire home/apt,,Praha 3,12,5,5,2,,94,2,50.082085,14.448848
7981054,29404721,Entire home/apt,,Praha 6,5,5,2,1,1,34,2,50.096427,14.400611
7985032,38632547,Entire home/apt,,Praha 2,8,4.5,4,2,1,85,1,50.077184,14.421983
7991614,3374440,Private room,,Praha 1,18,5,3,1,1,56,2,50.078836,14.417312
7992302,34988485,Private room,,Praha 2,9,5,2,1,1,40,1,50.074341,14.441328
7996627,10483747,Private room,,Praha 8,5,4,2,1,1,14,1,50.104578,14.473366
8003721,34988485,Private room,,Praha 2,18,5,1,1,1,35,1,50.074735,14.441228
8012577,10753135,Entire home/apt,,Praha 10,16,5,2,1,1,33,2,50.072202,14.482598
8013430,7924299,Private room,,Praha 10,14,5,2,1,1,18,1,50.082704,14.503554
8014702,26538491,Entire home/apt,,Praha 8,1,5,5,1,,104,2,50.093177,14.456269
8020635,13497145,Private room,,Praha 2,3,4,2,1,1,32,1,50.076635,14.417156
8021338,20438338,Entire home/apt,,Praha 8,10,4.5,2,1,1,34,1,50.092516,14.4572
8023151,18151373,Entire home/apt,,Praha 2,24,4.5,4,1,1,87,1,50.074311,14.431019
8024378,42370928,Entire home/apt,,Praha 7,1,2,4,1,1,78,1,50.099727,14.431443
8027191,40693377,Entire home/apt,,Praha 6,27,5,3,2,1,85,1,50.079542,14.392765
8028394,42390483,Private room,,Praha 3,0,,4,1,,33,1,50.079718,14.460387
8028588,42391613,Private room,,Praha 2,14,5,2,1,1,41,2,50.076249,14.427122
8028847,16846420,Entire home/apt,,Praha 1,13,4.5,,2,1,53,1,50.087142,14.402426
8029836,42395921,Private room,,Praha 5,8,5,2,1,1,36,3,50.071457,14.405639
8033169,16871612,Entire home/apt,,Praha 5,13,4.5,4,1,1,44,2,50.070529,14.404312
8033779,3552100,Entire home/apt,,Praha 7,25,4.5,2,1,1,52,2,50.099055,14.431634
8038994,41898952,Entire home/apt,,Praha 1,5,5,1,0,1,46,2,50.084204,14.43166
8039387,41898952,Entire home/apt,,Praha 1,1,5,2,0,1,62,2,50.083719,14.432613
8039392,42455745,Entire home/apt,,Praha 4,2,4.5,2,0,1,26,2,50.058633,14.426239
8040305,20860277,Entire home/apt,,Praha 15,3,4.5,2,2,1,32,2,50.044384,14.55143
8041368,7732733,Private room,,Praha 10,22,4.5,2,1,2,33,2,50.071712,14.456579
8043420,42476259,Entire home/apt,,Praha 6,14,5,,3,1,64,2,50.09783,14.39577
8044516,41898952,Entire home/apt,,Praha 1,1,5,4,1,1,68,2,50.084338,14.430651
8048179,38632547,Entire home/apt,,Praha 1,26,5,4,1,1,99,1,50.08182,14.424133
8049864,4557321,Entire home/apt,,Praha 1,9,5,,3,3,155,,50.081925,14.414682
8058442,42370928,Entire home/apt,,Praha 7,0,,,2,2,78,2,50.099865,14.430892
8058851,6804835,Private room,,Praha 2,28,5,2,1,1,29,2,50.072737,14.434377
8060029,39594736,Private room,,Praha 12,4,4.5,2,1,1,16,1,50.013886,14.413597
8062077,42580835,Entire home/apt,,Zli?ín,0,,,2,2,163,1,50.054895,14.28397
8063179,42576866,Entire home/apt,,Praha 6,4,5,4,2,1,58,2,50.101996,14.398977
8066306,42605087,Entire home/apt,,Praha 10,5,4.5,4,2,1,34,1,50.070844,14.449904
8066379,4720701,Entire home/apt,,Praha 5,31,5,4,1,1,33,1,50.081025,14.405007
8073628,38889757,Entire home/apt,,Praha 7,0,,4,0,1,29,1,50.100503,14.449047
8073824,42650095,Entire home/apt,,Praha 5,13,5,4,0,1,37,1,50.028917,14.375196
8075378,42370928,Entire home/apt,,Praha 7,0,,3,1,1,78,1,50.100814,14.430784
8075877,42370928,Entire home/apt,,Praha 7,0,,4,1,1,78,1,50.100923,14.432487
8075935,10121801,Entire home/apt,,Praha 2,2,5,4,1,1,48,,50.071243,14.432732
8076051,42370928,Entire home/apt,,Praha 7,1,5,3,1,1,78,1,50.101551,14.431483
8077950,42667556,Entire home/apt,,Praha 9,4,4.5,2,0,1,24,2,50.102587,14.508055
8081745,15725090,Entire home/apt,,Praha 2,24,4.5,,3,1,65,1,50.075808,14.443788
8083866,20685105,Entire home/apt,,Praha 2,8,5,,2,1,48,1,50.077341,14.437399
8086256,22927488,Entire home/apt,,Praha 5,4,4.5,2,1,1,41,2,50.071892,14.387058
8091867,42735273,Entire home/apt,,Praha 4,7,4.5,3,1,1,35,1,50.054896,14.445927
8093466,42446493,Entire home/apt,,Praha 2,3,5,5,2,,85,2,50.078785,14.440173
8093540,19667444,Private room,,Praha 7,0,,2,1,1,28,1,50.098074,14.427901
8096566,3140699,Private room,,Praha 10,0,,2,1,1,215,2,50.069332,14.49915
8099866,42772140,Entire home/apt,,Praha 1,0,,4,1,1,128,1,50.083627,14.403548
8109087,18455951,Entire home/apt,,Praha 6,0,,4,2,1,61,2,50.08653,14.33891
8116397,10017220,Private room,,Praha 13,1,5,1,1,,21,7,50.048412,14.322004
8116704,42858968,Entire home/apt,,Praha 3,10,5,2,1,1,29,2,50.076697,14.476326
8117644,42801325,Private room,,Praha 5,2,5,3,1,1,22,1,50.078787,14.405363
8119830,7231809,Entire home/apt,,Praha 3,10,5,4,2,1,78,1,50.080152,14.447201
8122025,27484959,Entire home/apt,,Praha 7,1,5,2,2,1,43,1,50.110218,14.448201
8123517,34253626,Private room,,Praha 2,12,4,2,1,1,36,1,50.075498,14.422449
8125238,42906982,Entire home/apt,,Praha 2,7,5,4,2,1,44,2,50.065603,14.43035
8135331,9214705,Private room,,Praha 3,0,,2,1,,24,1,50.076206,14.452258
8135508,18151373,Entire home/apt,,Praha 2,14,4.5,4,1,1,53,1,50.07498,14.431295
8135613,3815866,Shared room,,Praha 10,3,5,2,1,1,21,1,50.066468,14.459674
8135950,18151373,Entire home/apt,,Praha 2,11,4.5,5,1,1,64,1,50.07297,14.429644
8136666,41014264,Entire home/apt,,Praha 4,0,,4,2,1,60,20,50.059388,14.426624
8136711,42967559,Entire home/apt,,Praha 7,9,5,4,1,,32,1,50.105244,14.453019
8137605,31263447,Entire home/apt,,Praha 1,12,5,2,0,1,110,1,50.087379,14.417828
8141007,42983469,Entire home/apt,,Praha 6,1,5,2,1,1,64,3,50.085835,14.381795
8144208,3525262,Entire home/apt,,Praha 8,0,,,2,2,87,1,50.127727,14.434144
